brand_name,validated,brand_parent_occurances,parent_company_name,id,brand_total_count,brand_frequency
jack link's,false,1,unilever,q157062,25,12
jack links,false,1,unilever,q157062,10,9
jack n jill,true,1,jg summit holdings,q6108205,1020,19
jack n jill choco pretzels,false,1,jack n jill choco pretzels,jack n jill choco pretzels,2,1
jack n jill cloud9,false,1,urc,urc,2,1
jack n jill ice cream,false,1,jack n jill ice cream,jack n jill ice cream,1,1
jack n' jill,false,1,jg summit holdings,q6108205,42,13
jack njill,false,1,jack n' jill,jack n' jill,12,1
jack pot,false,1,jack pot,jack pot,1,1
jack will,false,1,jack will,jack will,1,1
jack ‘n jill,false,1,jack n' jill,jack n' jill,5,1
jack&jill,false,1,jack n' jill,jack n' jill,62,2
jack'n jill,false,1,jg summit holdings,q6108205,4,3
jackers food industries,false,1,jockers food industries,jockers food industries,14,3
jacket,true,1,unbranded,unbranded,1,1
jacklinks,false,1,"link snacks, inc.","link snacks, inc.",3,1
jackor,attempted,1,benefit assets and management company ltd,benefit assets and management company ltd,213,1
jackpot,false,1,altria,q445007,24,8
jacob's,false,1,yıldız holding,q15043910,10,4
jacobs,false,1,jacob fruitfield food group,q6118649,42,11
jacobs 3in1,false,1,jacobs,jacobs,2,1
jacobs kaffee,false,1,mondelez international,q12857502,2,1
jacobs monarch,false,1,jacobs douwe egberts,jacobs douwe egberts,18,1
jacobsen,false,1,carlsberg group,q113215,1,1
jade,true,1,unbranded,unbranded,4,1
jadi abadi corak,false,1,jadi abadi corak,jadi abadi corak,1,1
jadida,false,1,jadida,jadida,1,1
jaffa,false,1,"jaffa, vitmark",q3160445q4112428,4,4
jaffa cakes,false,1,pladis,pladis,2,1
jaffa nectar,false,1,yıldız holding,q15043910,1,1
jaffa vital(vitmark),false,1,jaffa vital(vitmark),jaffa vital(vitmark),2,1
jaffaden passion,false,1,jafaden,jafaden,2,2
jafflong green tea,false,1,orion tea company ltd.,orion tea company ltd.,3,1
jager,false,1,gmbh,gmbh,1,1
jaggery,false,1,jaggery,jaggery,1,1
jagli ayran,false,1,eker sut urunleri,eker sut urunleri,1,1
jagoan neon,false,1,unican surya agung,unican surya agung,2,2
jaguar,false,1,plasticos jaguar,plasticos jaguar,1,1
jahe merah,false,1,anugrah persada,anugrah persada,6,2
jahe merah amh,false,1,anugrah persada,anugrah persada,1,1
jai laxmi,false,1,jai laxmi sweets,jai laxmi sweets,1,1
jai maruthi,true,1,unbranded,unbranded,1,1
jaimito,false,1,jaimito,jaimito,2,1
jain food,false,1,kumar food corporation,kumar food corporation,1,1
jaipong,false,1,"kencana mas, kencana mas mulia, kencana mas mulia","kencana mas, kencana mas mulia, kencana mas mulia",16,4
jaipong koro,true,1,unbranded,unbranded,1,1
jaipong stick,false,1,kencana mas,kencana mas,1,1
jaipony mix,false,1,jaipony mix,jaipony mix,1,1
jajja kombucha,false,1,nutricon food and beverages,nutricon food and beverages,15,1
jake bake,false,1,schultz food inc,schultz food inc,1,1
jalapeño,false,1,diana,diana,8,3
jalapeños,false,1,"diana, diana","diana, diana",9,3
jaljeera,false,1,rasna,rasna,46,1
jalna,false,1,jalna,jalna,1,1
jaloma,false,1,grupo jaloma,grupo jaloma,1,1
jalwa,false,1,jalwa,jalwa,49,2
jam o'jam,false,1,mayora indah,q12497654,1,1
jamaa,false,1,kapa,kapa,3,1
jamaa soap,false,1,jamaa soap,jamaa soap,5,1
jamaica rum,false,1,ritter sport,ritter sport,1,1
jamasa,false,1,jamasa,jamasa,1,1
jamba juice,false,1,jamba juice,jamba juice,1,1
jambo,true,1,jambo food products company,https://www.africaoutlookmag.com/company-profiles/785-jambo-food-products-ltdq10305047,646,9
jambo apple punch,false,1,jambo apple punch,jambo apple punch,60,1
jambo cocopine,false,1,jambo food products company,jambo food products company,6,1
jambo drinking  water,false,1,jambo group companies,jambo group companies,99,1
jambo embe dodo,false,1,jambo food products company,jambo food products company,1,1
jambo energy drink,false,1,jambo group companies,jambo group companies,25,1
jambo juice,false,1,jambo group companies,jambo group companies,25,1
jambo malta,false,1,"jambo food products company, jambo group companies","jambo food products company, jambo group companies",3,2
jambo pineapple juice,false,1,jambo food products company,jambo food products company,2,1
jambo product,false,1,jambo company limited,jambo company limited,6,1
jambo water,false,1,jambo food products,jambo food products,99,1
james boag,false,1,james boag,james boag,1,1
jameson,false,1,jameson,q2482,5,2
jameson whysky,false,1,jameson whysky,jameson whysky,1,1
jamila,false,1,danone,q329426,96,5
jammie dodgers,false,1,jammie dodgers,jammie dodgers,1,1
jammin,false,1,keiko foods,keiko foods,30,3
jammin chocolate paste,false,1,jammin chocolate paste,jammin chocolate paste,5,1
jamnica,false,1,agrokor,q397347,70,12
jamnica ( sensation),false,1,jamnica ( sensation),jamnica ( sensation),1,1
jamon,false,1,q12331986,q12331986,1,1
jamu tawon,false,1,jamu tawon,jamu tawon,2,1
jamu urat madu,false,1,air madu,air madu,1,1
jana,false,1,agrokor,q397347,71,12
janai,false,1,janai,janai,22,1
janani ball pen,false,1,janani group,janani group,23,1
janchijip sikhye,false,2,"janchijip sikhye, lotte","janchijip sikhye, lotte",5,4
jandanyo,false,1,jandanyo,jandanyo,1,1
janet,false,1,janet,janet,70,12
jangkar pasuruan,false,1,jangkar pasuruan,jangkar pasuruan,1,1
janji jiwa,false,1,jiwa group,jiwa group,2,1
jans,false,1,jans,jans,1,1
jansport,false,1,vf corporation,q457960,1,1
jantzen,false,1,jantzen,q6155612,36,5
jao sua,true,1,unbranded,unbranded,2,2
jaouda,false,1,cartamundi,q2699224,45,14
japan tabaco inc.,false,1,japan tabaco inc.,japan tabaco inc.,1,1
japan taboco,false,1,japan tobacco,q898568,2,1
jape,false,1,jape,jape,1,1
japfa,false,1,japfa,japfa,6,1
japira caninha,false,1,japira,japira,3,3
japota,false,1,wings,q12524596,6,6
jargonelle,false,1,monmore confectionery (midlands) ltd,monmore confectionery (midlands) ltd,2,1
jari jari,false,1,bestfood,bestfood,1,1
jaring ikan,true,1,unbranded,unbranded,1,1
jaroem super,false,1,djaroem group,djaroem group,1,1
jarrito's,false,1,jarritos,q3369963,10,2
jarritos,true,1,jarritos,q3369963,135,11
jarritos fruit punch,false,1,jarritos fruit punch,jarritos fruit punch,1,1
jarvis walker,false,1,jarvis walker,q16920933,1,1
jas jus,true,1,wings,q12524596,105,19
jas-jus,false,1,wings,q12524596,18,2
jasco,false,1,jasco,jasco,3,2
jasjus,false,1,wings,q12524596,147,5
jasmine,attempted,1,"jasmine, jasmine ltd, sulub suldan transporters","jasmine, jasmine ltd, sulub suldan transporters",2931,13
java,false,1,java,java,4,1
java café,true,1,unbranded,unbranded,1,1
java prima abadi,false,1,java prima abadi,java prima abadi,21,1
javana,false,1,wings,q12524596,4,2
javel,false,2,"cty hã³a cháº¥t vå© hoã ng, fater","cty hã³a cháº¥t vå© hoã ng, fater",29,2
jaw busters,false,1,jaw busters,jaw busters,1,1
jaw drop cooler co,false,1,jaw drop cooler co,jaw drop cooler co,4,1
jawal,false,1,iam,iam,5,3
jawara,false,1,unilever,q157062,1,1
jawbreaker,false,1,ferrero spa,q269792,1,1
jawbuster,false,1,ferrara candy co.,ferrara candy co.,2,1
jay laxmi,false,1,jay laxmi,jay laxmi,7,1
jay's chips,false,1,snyder's of hanover,q1419460,1,1
jayavani's,true,1,unbranded,unbranded,2,1
jaylaxmi,false,1,jaylaxmi foods,jaylaxmi foods,8,2
jayvir kozynak,false,1,shpola food factory,shpola food factory,1,1
jaz,false,1,kao indonesia,kao indonesia,3,1
jaz 1,false,1,kao corporation,q902855,1,1
jaz1,false,1,kao corporation,q902855,32,6
jazy,false,1,nojorono tobacco company,nojorono tobacco company,1,1
jazy bold,false,1,jazy bold,jazy bold,3,2
jazz,false,1,pepsico,q334800,4,3
jazz total detox,false,1,jazz total detox,jazz total detox,3,1
jb,false,1,product of scotland,product of scotland,2,2
jbb baldyga,false,1,jbb baldyga,jbb baldyga,1,1
jbc,false,1,jbc,jbc,44,2
jbc corp.,false,1,jbc corp.,jbc corp.,30,3
jbc food,false,1,jbc food,jbc food,22,2
jbc food corp,false,1,"jbc food corporation, jbc food corporation","jbc food corporation, jbc food corporation",4,2
jbc food corp.,false,1,jbc food corporation,jbc food corporation,8,2
jbc foods corp,false,1,jbc foods corp,jbc foods corp,4,1
jbc peanuts,false,1,jbc food corporation,jbc food corporation,4,1
jbl,false,1,jbl,q1153754,1,1
jbs tobacco imperial tobacco,false,1,jbs tobacco imperial tobacco,jbs tobacco imperial tobacco,1,1
jc leisure,false,1,jc leisure connexions,jc leisure connexions,39,2
jc penney,false,1,jc penney,jc penney,1,1
jdb,false,1,jdb,jdb,1,1
jeams,false,1,"jeams, jeams products","jeams, jeams products",2,2
jean pielle,false,1,jean pielle,jean pielle,1,1
jeans,true,1,unbranded,unbranded,11,1
jeddah plastic factory,false,1,jeddah plastic factory,jeddah plastic factory,1,1
jeden tag,false,1,mpreis,mpreis,7,1
jedi jedi,false,1,jedi jedi,jedi jedi,25,1
jedijedi,true,1,unbranded,unbranded,1,1
jednorã¡zovã¡ krabiäka na jã­dlo - polystyren,false,1,jednorã¡zovã¡ krabiäka na jã­dlo - polystyren,jednorã¡zovã¡ krabiäka na jã­dlo - polystyren,3,1
jednorã¡zovã½ sã¡äek,false,1,neznã¡mã½,neznã¡mã½,1,1
jeena,false,1,jeena,jeena,1,1
jefe,false,1,jefe,jefe,1,1
jefto,false,1,jefto,jefto,2,1
jehovah super maya massage oil,false,1,jehovah natural herbals,jehovah natural herbals,16,1
jeju hundred years crunchoco,false,1,evergrean,evergrean,1,1
jeju milk,false,1,jeju milk,jeju milk,1,1
jeju samdasoo,false,1,jeju province development co.,jeju province development co.,6,1
jeju slice,false,1,jeju slice,jeju slice,1,1
jekok,false,1,jekok,jekok,9,3
jelade,false,1,jelade,jelade,1,1
jelatini,false,1,jelatini,jelatini,1,1
jele,false,1,jele,jele,2,1
jelen,true,1,molson coors brewing company,q3319685,196,4
jeliko,false,1,harapan surya lestari,harapan surya lestari,2,1
jell-o,false,1,berkshire hathaway,q217583,5,3
jelle,true,1,unbranded,unbranded,1,1
jelle c,false,1,jelle c,jelle c,1,1
jellies,false,1,jellies,jellies,10,1
jelly,false,1,tiwi,tiwi,10,3
jelly ace,false,2,"jelly ace, magnolia","jelly ace, magnolia",42,2
jelly beans,true,1,unbranded,unbranded,1,1
jelly belly,false,1,jelly belly,q522497,3,3
jelly candy,false,1,jelly candy,jelly candy,2,2
jelly cham,false,1,cham manufacturing corp,cham manufacturing corp,7,1
jelly coco drink,false,1,jelly coco drink,jelly coco drink,2,1
jelly crystals,false,1,jelly crystals,jelly crystals,3,1
jelly cup,false,1,unbranded,unbranded,5,1
jelly gum,false,1,yupi indo jelly gum,yupi indo jelly gum,3,2
jelly gummy,false,1,"best tiwi food industries corp, tiwi","best tiwi food industries corp, tiwi",5,2
jelly gummy bean,false,1,ranjani jaya lestari,ranjani jaya lestari,1,1
jelly ice bar,false,1,dindon food corp,dindon food corp,1,1
jelly ken,false,1,jelly ken,jelly ken,9,1
jelly mom,false,1,jelly mom,jelly mom,8,1
jelly pudding,false,1,jelly pudding,jelly pudding,1,1
jelly shik,false,1,jelly shik,jelly shik,3,1
jelly stick,false,1,jelly stick,jelly stick,1,1
jelly sticks,false,1,nobrand,nobrand,1,1
jelly sweet orange,false,1,jelly sweet orange,jelly sweet orange,2,1
jellyssimo,false,1,vilniaus pergalė,vilniaus pergalė,7,1
jellyt-s,false,1,mabuhay biscuit corporation,mabuhay biscuit corporation,6,1
jema,false,1,jema,jema,45,1
jembe energy,attempted,1,watercom limited,watercom limited,208,2
jembe energy drink,false,1,watercom (t) ltd,watercom (t) ltd,5,1
jempol,true,1,unbranded,unbranded,1,1
jempson,false,1,jempson,jempson,15,1
jempsons,false,1,jempsons,jempsons,11,3
jenlain,false,1,jenlain,jenlain,1,1
jenny,false,1,jenny,jenny,31,1
jenny's,false,1,jenny's,jenny's,1,1
jerby egg noodle,false,1,jerby egg noodle,jerby egg noodle,1,1
jergens,false,1,kao co.,kao co.,2,2
jerry cake,false,1,fu-wang foods ltd,fu-wang foods ltd,12,1
jerry cans,true,1,unbranded,unbranded,1,1
jersey,false,1,godrej group,q3764225,21,5
jersey caramels,false,1,jersey caramels,jersey caramels,2,1
jersey evaporada,false,1,jersey evaporada,jersey evaporada,1,1
jersey mike's,true,1,unbranded,unbranded,1,1
jersika,false,1,jersika,jersika,1,1
jersikas chips,false,1,jersikas chips,jersikas chips,1,1
jesa,false,1,"jesa, jesa farm diary","jesa, jesa farm diary",63,2
jesa strawberry,false,1,jesa farm diary,jesa farm diary,20,1
jessa,false,1,dm,q110167604,14,2
jesus loves you,false,1,benko international,benko international,354,2
jet,true,1,q109433683,q109433683,178,10
jet aqua,false,1,artos highress,artos highress,2,1
jet gum,false,1,schwarz gruppe,q712034,1,1
jet-puffed marshmallows,false,1,"kraft foods group, inc.","kraft foods group, inc.",1,1
jetoil,false,1,jetoil,jetoil,3,1
jetta,false,1,jetta,q16988052,1,1
jetty,false,1,dongsuh,dongsuh,2,2
jetz,false,1,salim group,q905963,57,17
jetz snack,false,1,indofood,indofood,1,1
jetze,false,1,salim group,q905963,1,1
jewel-osco,false,1,cerberus capital management,q289362,4,3
jewels of the forest farms,false,1,jewels of the forest farms,jewels of the forest farms,1,1
jf,false,1,jf co ltd,jf co ltd,1,1
jfc,false,1,jaya fried chicken,jaya fried chicken,3,3
jfc australia,false,1,jfc australia,jfc australia,9,1
jgb,false,1,jgb s.a.,jgb s.a.,3,2
jhalmuri,false,1,bikaji foods international ltd.,bikaji foods international ltd.,25,1
jhonson baby powder,false,1,johnson & johnson,q333718,13,1
ji nandi ji,true,1,unbranded,unbranded,35,1
ji yi,false,1,ji yi,ji yi,1,1
jia,false,1,jia,jia,1,1
jia bao,false,1,jia bao,jia bao,2,2
jia de dao,false,1,jia de dao,jia de dao,1,1
jia di,false,1,jia di,jia di,1,1
jia duo bao,false,1,jia duo bao,jia duo bao,1,1
jia hua waffle,false,1,jia hua waffle,jia hua waffle,1,1
jia jia yue,false,1,jia jia yue group co. ltd,jia jia yue group co. ltd,4,1
jia le,false,1,jia le,jia le,1,1
jia yi,false,1,jia yi,jia yi,1,1
jiaduobao,false,1,the jdb group,the jdb group,15,1
jiale,false,1,shenzhen jiale food co. ltd,shenzhen jiale food co. ltd,1,1
jian jiao,false,1,jian jiao,jian jiao,1,1
jian kang ri zhi zhi,false,1,jian kang ri zhi zhi,jian kang ri zhi zhi,1,1
jian li bao,false,1,jian li bao,jian li bao,1,1
jiangjun,false,1,shandong china tobacco industry co. ltd,shandong china tobacco industry co. ltd,77,3
jiangjun cigarette,false,1,shandong china tobacco industry co. ltd,shandong china tobacco industry co. ltd,1,1
jiasuqi,true,1,unbranded,unbranded,1,1
jiayubao,false,1,nanchang jiayubao ecological technology co. ltd,nanchang jiayubao ecological technology co. ltd,2,1
jibal,false,1,bel group,bel group,16,9
jibrand - frozen fish,false,1,shwe,shwe,1,1
jic,false,1,orbit quality product,orbit quality product,3,1
jiexiang,false,1,jiexiang,jiexiang,1,1
jif,false,1,the j.m. smucker company,q7742790,3,3
jiff,false,1,jiff,jiff,1,1
jiff peanut butter,false,1,jiff peanut butter,jiff peanut butter,1,1
jiggies,false,1,jiggies,jiggies,25,1
jiggli jelz,false,1,jiggli jelz,jiggli jelz,1,1
jik,false,1,jik,jik,60,4
jila,false,1,jila,jila,1,1
jim beam,false,1,jim beam,q222787,13,7
jim jam,false,1,jim jam,jim jam,5,1
jimbarwana,false,1,cv gani langit,cv gani langit,2,1
jimbawara,false,1,jimbawara,jimbawara,3,1
jimms,false,1,goldstive corp,goldstive corp,1,1
jimmy,false,1,jimmy!,jimmy!,1,1
jimmy john's,false,1,jimmy john's,q1689380,2,2
jimmy's,false,1,jimmy's,jimmy's,2,1
jin bi,false,1,jin bi,jin bi,1,1
jin che coffee,false,1,jin che coffee,jin che coffee,1,1
jin cheng,false,1,jin cheng,jin cheng,1,1
jin da,false,1,jin da,jin da,1,1
jin dian,false,1,jin dian,jin dian,2,2
jin guang,false,1,jin guang,jin guang,1,1
jin lin,false,1,jin lin,jin lin,2,1
jin ling,false,1,baltic tobacco company,baltic tobacco company,5,1
jin mai lang,false,1,jin mai lang,jin mai lang,2,2
jin ramen,false,1,ottogi,ottogi,1,1
jin wei,false,1,jin wei,jin wei,5,1
jin wu,false,1,jin wu,jin wu,1,1
jin xiang shan,false,1,jin xiang shan,jin xiang shan,1,1
jin yao shi,false,1,jin yao shi,jin yao shi,1,1
jin yin hua cough drop,false,1,jin yin hua cough drop,jin yin hua cough drop,1,1
jin yu shan,false,1,jin yu shan,jin yu shan,1,1
jin zhen shan,false,1,jin zhen shan,jin zhen shan,1,1
jin zhu,false,1,jin zhu,jin zhu,2,1
jinchen,false,1,jinchen,jinchen,1,1
jing ba wasabi,false,1,jing ba wasabi,jing ba wasabi,1,1
jing bao 123,false,1,jing bao 123,jing bao 123,8,1
jing gang agricultural chemical,false,1,jing gang agricultural chemical,jing gang agricultural chemical,1,1
jing mei,false,1,jing mei,jing mei,1,1
jingle jing international market,false,1,jingle jing international market,jingle jing international market,1,1
jingpin,false,1,jingpin,jingpin,1,1
"jinlihejia 
crispy date",false,1,"jinlihejia 
crispy date","jinlihejia 
crispy date",1,1
jinmailang,false,1,"jinmailang beverage co., ltd","jinmailang beverage co., ltd",12,5
jinsangzi houpain,false,1,jinsangzi houpain,jinsangzi houpain,1,1
jinshahe,false,1,jinshahe noodle industry,jinshahe noodle industry,1,1
jinthaa,false,1,jinthaa,jinthaa,1,1
jinwei,false,1,"jin wei beverage & food co. ltd, jin wei","jin wei beverage & food co. ltd, jin wei",2,2
jinxi kelp,false,1,zheng wang jinxi sauce park,zheng wang jinxi sauce park,1,1
jinzhu spring,false,1,jinzhu spring,jinzhu spring,4,2
"jinã© plasty (äã¡steänä› v rozkladu, nelze specifikovat)",false,1,neuräeno,neuräeno,19,1
jio jal,false,1,jio jal aqua technology,jio jal aqua technology,40,1
jiraporn,false,1,jiraporn,jiraporn,1,1
jiu gui snack,false,1,jiu gui snack,jiu gui snack,1,1
jiu lian shan,false,1,jiu lian shan,jiu lian shan,1,1
jiu long feng,false,1,jiu long feng,jiu long feng,1,1
jiwan,false,1,sirmaur soap & slite,sirmaur soap & slite,2,1
jizzy,false,1,jizzy,jizzy,2,1
jj,false,1,jj foodservice,jj foodservice,1,1
jjonjjoni,false,1,lotte,lotte,8,1
jk,false,1,jk,jk,3,2
jm shawarma,false,1,francorp,francorp,1,1
jmal,false,1,jmal,jmal,1,1
jmm bakery,false,1,jmm bakery,jmm bakery,2,1
jobic,false,1,jobic,jobic,2,2
joby,false,1,jiangsu aogrand group,jiangsu aogrand group,1,1
jocker,false,1,premia,premia,1,1
jockers food inc.,false,1,jockers food industries,jockers food industries,2,1
jockers food industry,false,1,jockers food industry,jockers food industry,2,1
jockey,false,1,"joh. wilh. von eicken gmbh, page industries limited","joh. wilh. von eicken gmbh, page industries limited",2,2
jocky chocolate paste,false,1,saripati masmahkota,saripati masmahkota,1,1
jodanka pavlіvs'ka,false,1,jodanka pavlіvs'ka,jodanka pavlіvs'ka,2,1
joe & the juice,false,1,joe & the juice holding a/s,joe & the juice holding a/s,1,1
joe and the juice,true,1,unbranded,unbranded,1,1
joe biscuits,false,1,joe biscuits,joe biscuits,15,1
joe top table water,false,1,joe top table water,joe top table water,1,1
joe top water,true,1,unbranded,unbranded,1,1
joe's italian ice,false,1,joe's italian ice,joe's italian ice,1,1
